crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Rice,1,-1.1,43.5,1019.2,14.4,5.9,0.0
Sugar,4,13.1,64.9,1013.4,71.3,0.0,0.1082
Corn,4,16.7,64.1,1009.9,115.5,1.3,0.1005
Sorghum,10,18.1,66.5,1011.0,103.0,3.5,0.0014
Sorghum,12,3.3,60.4,1010.3,119.9,1.9,0.0
Corn,7,28.5,76.8,1010.0,39.3,0.2,0.5544
Rice,9,25.5,67.2,1017.5,122.0,1.8,0.4633
Sorghum,9,19.3,78.4,1013.2,129.3,0.0,0.2077
Sugar,12,2.0,70.8,1021.4,125.9,3.2,0.064
Barley,4,17.0,55.0,1011.3,43.3,3.0,0.1813
Tree Nuts,10,14.7,51.5,1018.3,60.5,6.6,0.0
Barley,8,20.2,96.3,1019.5,127.4,4.2,0.6669
Sugar,9,24.2,52.4,1014.5,61.3,0.0,0.4583
Cotton,11,4.9,56.3,1020.6,74.0,4.0,0.0709
Soybean,12,3.1,56.4,1007.5,56.6,3.5,0.0035
Hay,9,22.5,63.2,1015.7,84.0,3.0,0.5469
Cotton,7,29.2,78.2,1016.8,91.4,1.9,0.5676
Corn,10,15.6,57.2,1020.6,110.3,2.6,0.0
Barley,1,-2.2,53.3,1009.8,26.9,6.3,0.0
Sorghum,9,24.3,59.3,1018.7,117.1,1.2,0.4695
Wheat,2,4.9,50.3,1001.5,106.9,3.0,0.0751
Tree Nuts,4,18.6,66.5,1012.7,12.1,6.0,0.0969
Sorghum,6,23.1,77.3,1015.3,87.2,6.4,0.4501
Cotton,8,26.4,70.9,1009.2,56.4,4.2,0.4212
Rice,7,30.8,79.8,1012.5,43.4,1.3,0.2169
Sorghum,7,32.1,65.0,1009.5,62.0,1.0,0.4883
Sugar,12,1.7,66.4,1009.6,57.9,4.3,0.0
Cotton,3,7.3,60.5,1015.9,48.7,5.6,0.2182
Soybean,3,8.7,39.9,1014.6,0.0,3.3,0.0
Barley,10,12.9,60.0,1011.5,76.2,4.8,0.1672
Corn,5,15.2,70.9,1013.4,68.1,5.4,0.0363
Corn,7,31.4,61.8,1002.4,60.1,2.5,0.3245
Rice,5,23.2,85.0,1005.6,78.2,3.2,0.8835
Sorghum,12,2.9,50.4,1002.6,36.9,1.6,0.0065
Sorghum,2,2.9,46.7,1019.6,62.3,4.5,0.0
Hay,6,25.5,77.2,1011.0,77.5,1.5,0.1917
Corn,12,-3.0,58.3,1011.1,117.4,2.2,0.059
Hay,4,18.6,72.2,1019.4,8.1,2.7,0.0
Wheat,10,14.4,68.4,1007.5,95.5,4.2,0.4173
Sorghum,11,6.3,64.8,1020.0,78.6,4.9,0.0
Sugar,9,20.7,65.6,1011.9,30.5,4.8,0.2655
Sugar,11,10.5,64.2,1013.9,33.7,2.0,0.0146
Rice,4,16.5,37.9,1011.3,81.9,4.2,0.4859
Sorghum,4,9.4,62.4,1012.3,87.6,3.3,0.0308
Barley,4,18.1,64.8,1019.3,49.7,3.2,0.3107
Sorghum,4,16.2,68.2,1014.3,24.5,2.6,0.0636
Cotton,8,23.0,80.4,1009.7,148.0,1.5,0.54
Rice,2,2.7,58.0,1007.2,98.1,6.1,0.0602
Cotton,5,28.5,81.3,1007.0,54.4,4.1,0.42
Wheat,9,22.0,54.4,1018.0,94.7,7.2,0.7534
Tree Nuts,10,16.9,71.3,1009.0,135.8,3.2,0.0
Cotton,5,20.5,65.5,1018.5,28.0,4.9,0.3987
Tree Nuts,3,6.6,52.5,1014.0,13.1,4.1,0.0
Wheat,4,16.4,66.2,1013.0,121.6,2.5,0.1719
Tree Nuts,3,5.8,63.6,1017.5,158.1,4.1,0.0
Barley,7,24.3,61.6,1006.3,52.7,5.6,0.3678
Hay,5,26.2,58.5,1000.6,35.6,6.4,0.1278
Hay,3,3.4,52.5,1018.5,15.6,4.6,0.0
Wheat,4,17.3,48.8,1011.8,19.0,1.9,0.0
Barley,7,36.1,69.2,1013.6,85.8,1.4,0.0
Corn,3,10.1,62.7,1010.0,32.1,2.3,0.0
Tree Nuts,11,9.7,67.8,1016.2,69.5,4.0,0.0
Tree Nuts,6,28.3,68.7,1016.9,79.4,3.8,0.6944
Tree Nuts,5,16.5,69.5,1009.0,21.9,1.8,0.0566
Tree Nuts,8,27.5,70.8,1006.0,88.6,3.6,0.6605
Cotton,4,18.8,73.9,1008.7,35.0,6.2,0.3185
Wheat,11,8.9,55.5,1014.9,69.8,3.4,0.1634
Soybean,5,22.5,79.3,1014.8,5.1,0.4,0.0758
Sorghum,11,9.9,62.9,1012.0,84.0,6.3,0.0154
Cotton,3,7.0,63.2,1013.3,58.6,7.3,0.1361
Rice,2,-1.1,77.2,1016.9,52.2,2.7,0.0
Hay,11,3.8,51.8,1018.8,105.6,1.7,0.0
Cotton,8,26.5,71.0,1019.1,100.1,1.0,0.5421
Wheat,9,22.9,74.5,1018.9,59.9,0.3,0.8614
Barley,4,14.3,53.6,1002.4,36.5,3.7,0.1162
Wheat,6,31.1,96.2,1012.8,77.3,1.5,0.2743
Cotton,1,-2.1,70.7,1014.5,14.6,3.5,0.1361
Cotton,11,7.3,40.8,1017.4,76.7,1.2,0.0497
Wheat,3,2.5,60.3,1005.3,189.7,0.2,0.0573
Barley,11,6.0,73.2,1020.1,86.1,3.4,0.0
Sorghum,8,27.2,62.5,1007.2,107.8,1.7,0.7511
Tree Nuts,12,2.2,50.8,1016.1,49.1,3.9,0.0
Wheat,7,22.1,79.4,1014.7,79.6,0.0,0.6353
Rice,7,34.8,70.2,1010.3,56.3,5.4,0.1162
Wheat,11,6.7,69.7,1007.4,147.2,6.5,0.1249
Sorghum,5,18.4,81.7,1006.7,26.7,2.3,0.1137
Sorghum,1,-2.6,39.9,1007.3,22.1,3.4,0.097
Rice,11,14.3,61.1,1017.8,171.4,3.6,0.0484
Cotton,8,32.1,67.8,1014.5,45.4,4.9,0.1678
Soybean,11,11.7,32.7,1016.3,70.8,3.5,0.0438
Tree Nuts,11,2.0,52.0,1027.2,65.9,2.9,0.0243
Tree Nuts,3,3.0,67.4,1021.9,161.8,3.9,0.0
Cotton,7,30.2,69.2,1022.1,45.7,4.1,0.2231
Sugar,8,27.6,80.7,1013.5,59.9,3.2,0.3674
Wheat,10,10.6,60.1,1014.4,190.1,5.2,0.2782
Corn,2,0.3,44.6,1005.0,93.0,0.9,0.0
Sugar,3,2.4,67.0,1019.5,55.9,3.8,0.0627
Sorghum,8,28.5,86.9,1015.8,121.0,6.2,0.706
Wheat,10,14.2,47.8,1007.9,66.3,5.6,0.2735
Soybean,12,4.1,50.8,1013.5,14.9,5.7,0.0
Corn,6,28.5,83.7,1014.9,79.0,3.2,0.6839
Soybean,2,-0.5,57.4,1018.4,38.8,2.7,0.0488
Soybean,2,-0.0,78.2,1009.9,76.9,3.5,0.0
Tree Nuts,10,12.9,59.4,1009.5,96.9,4.4,0.0915
Barley,6,27.8,60.9,1005.5,83.6,0.0,0.3295
Cotton,11,7.8,66.5,1017.5,80.9,0.0,0.0342
Cotton,2,-1.8,38.8,1023.6,12.9,3.5,0.0629
Corn,3,4.2,74.1,1024.1,57.3,3.1,0.0773
Corn,5,19.6,76.3,1008.2,11.3,3.2,0.0793
Sorghum,10,14.6,42.4,1014.5,119.7,5.7,0.046
Cotton,5,22.9,87.1,1005.2,156.8,1.4,0.8253
Tree Nuts,10,15.4,53.7,1019.7,105.6,1.5,0.0093
Sugar,1,-6.3,58.5,1005.6,16.6,3.1,0.0148
Soybean,9,22.3,65.9,1017.2,158.8,5.7,0.2948
Rice,1,-2.1,48.0,1013.5,87.7,3.0,0.0574
Wheat,12,5.5,57.2,1011.5,76.5,2.6,0.0003
Tree Nuts,12,-2.9,77.5,1019.9,83.4,1.7,0.0123
Soybean,11,10.9,56.6,1012.5,109.4,0.0,0.0
Hay,5,28.1,63.4,1009.8,25.3,0.0,0.0237
Hay,2,1.0,66.8,1008.9,98.6,1.8,0.0167
Corn,2,3.7,70.1,1008.3,84.3,0.0,0.0
Sorghum,4,14.7,51.2,1010.1,9.3,0.0,0.0
Rice,12,-1.4,71.8,1011.1,35.4,2.7,0.0228
Corn,9,20.6,80.7,1008.2,98.6,5.1,0.2216
Hay,10,12.6,70.2,1013.5,80.7,1.0,0.2476
Rice,5,23.7,57.6,1018.0,116.9,2.7,0.8486
Hay,2,-3.6,56.9,1007.0,104.6,4.2,0.0
Corn,12,2.9,49.1,1015.1,151.5,4.2,0.0012
Rice,8,27.3,65.2,1016.0,117.2,4.7,0.5023
Cotton,8,31.5,77.1,1015.8,187.2,4.2,0.1977
Rice,6,29.4,59.5,1018.5,62.6,3.7,0.3919
Sugar,7,30.8,67.8,1014.4,80.8,2.1,0.3501
Tree Nuts,9,23.9,81.3,1014.4,60.4,1.9,0.4001
Corn,4,16.3,50.6,1015.7,21.3,4.2,0.0963
Soybean,2,0.9,52.0,1010.0,109.9,2.7,0.0098
Wheat,5,16.4,53.3,1018.5,38.2,1.9,0.0295
Sorghum,10,13.8,65.9,1010.3,105.0,1.4,0.0
Sugar,3,7.0,47.8,1020.9,53.5,4.7,0.0
Corn,10,14.6,47.1,1023.5,134.7,3.0,0.0779
Corn,4,14.2,68.7,1013.2,63.4,1.0,0.0019
Wheat,4,13.2,73.2,1010.5,83.1,3.6,0.0184
Cotton,8,26.3,58.6,1009.9,77.7,2.8,0.4742
Rice,9,27.3,68.4,1006.5,73.7,3.3,0.4051
Sorghum,11,6.7,61.6,1008.9,50.2,3.3,0.0138
Tree Nuts,5,25.4,58.9,1013.6,109.7,4.0,0.8675
Tree Nuts,6,29.2,86.5,1010.3,86.3,1.0,0.8015
Tree Nuts,7,23.2,95.2,1014.5,34.7,0.0,0.4835
Tree Nuts,1,-1.3,56.5,1015.7,33.5,1.7,0.0
Sorghum,5,22.8,74.3,1010.2,19.6,4.6,0.1535
Corn,10,21.6,72.4,1008.4,110.2,1.3,0.1531
Corn,3,5.4,82.7,1021.5,55.9,2.2,0.0
Corn,1,0.7,56.0,1010.1,38.3,0.5,0.0057
Corn,2,5.7,66.2,1003.0,31.7,3.6,0.0209
Cotton,12,2.2,39.5,1009.9,89.2,1.1,0.0
Soybean,12,0.1,53.9,1013.9,30.6,3.5,0.0285
Tree Nuts,9,22.3,72.7,1014.9,75.5,5.8,0.3812
Corn,2,1.8,66.1,1009.9,46.9,0.3,0.0124
Corn,12,3.0,36.9,1012.4,80.5,4.0,0.0
Sugar,12,-3.5,62.1,1009.0,98.4,2.6,0.0833
Barley,10,14.1,57.6,1015.5,109.1,3.6,0.2149
Sugar,4,13.9,63.3,1010.8,44.6,4.5,0.1841
Rice,8,24.4,83.2,1014.7,91.4,2.0,0.7433
Sugar,3,4.0,68.8,1012.4,26.5,0.4,0.0
Sugar,10,18.5,76.4,1021.2,46.0,6.0,0.3355
Cotton,7,26.8,67.0,1013.5,0.2,3.3,0.0404
Rice,9,23.6,74.6,1011.6,117.2,2.9,0.4819
Cotton,6,22.0,62.1,1014.9,77.2,1.1,0.7934
Soybean,7,30.2,75.5,1019.8,52.4,3.5,0.6531
Hay,1,-1.3,57.5,1014.7,25.5,3.8,0.0
Sugar,6,23.3,84.6,1020.2,30.2,1.9,0.2193
Wheat,9,23.2,92.9,1020.1,57.9,0.0,0.7695
Corn,12,1.2,72.3,1007.4,48.2,2.3,0.0
Hay,2,-1.3,59.9,1013.6,65.1,3.1,0.0
Sugar,6,32.9,80.6,1019.4,98.3,1.3,0.111
Corn,12,1.4,52.5,1004.0,62.4,1.5,0.0
Sorghum,9,22.7,83.2,1010.4,106.6,2.0,0.3505
Soybean,10,12.0,63.5,1015.7,73.1,4.5,0.0152
Barley,7,26.2,82.3,1011.3,86.6,7.1,0.3063
Tree Nuts,6,24.5,67.4,1014.5,99.8,0.7,0.8781
Barley,7,32.6,54.5,1018.2,65.0,0.0,0.0578
Barley,9,28.2,78.6,1021.3,113.7,5.0,0.1593
Hay,10,13.5,65.1,1016.2,53.0,1.0,0.0975
Sorghum,2,6.9,53.5,1018.3,70.2,1.0,0.0027
Soybean,7,25.7,61.6,1023.9,62.1,1.1,0.6312
Rice,11,4.2,51.6,1015.9,62.5,1.0,0.0166
Rice,10,21.0,55.0,1016.1,95.2,3.7,0.3469
Sorghum,10,17.2,73.4,1007.0,71.0,2.0,0.1301
Soybean,7,26.9,83.2,1013.0,91.7,3.4,0.8526
Rice,11,6.6,59.5,1008.7,115.0,2.7,0.0144
Hay,12,-0.3,67.9,1013.7,131.0,1.5,0.0
Sugar,10,17.5,67.7,1012.4,103.2,3.9,0.3851
Hay,8,24.7,77.6,1010.4,43.2,4.7,0.3251
Corn,4,17.1,67.0,1015.9,59.4,0.0,0.1546
Soybean,2,-1.2,42.5,1003.6,133.8,1.4,0.0
Corn,11,4.1,50.0,1013.2,77.2,1.7,0.0
Sorghum,1,0.1,56.3,1008.3,22.5,3.4,0.0132
Sugar,7,25.0,85.0,1019.0,107.7,6.6,0.4603
Rice,4,16.4,66.2,1008.1,49.7,2.6,0.3904
Sugar,5,20.8,87.3,1015.7,52.5,2.4,0.2474
Sugar,3,5.9,55.1,1020.8,54.8,4.2,0.0801
Cotton,2,-0.0,64.1,1004.4,49.3,7.2,0.0053
Corn,10,18.3,44.9,1007.7,62.7,2.8,0.0243
Tree Nuts,5,22.9,67.7,1003.8,56.7,1.1,0.5839
Wheat,5,18.7,77.8,1012.1,5.5,5.2,0.0
Corn,7,33.3,76.7,1021.5,90.9,4.5,0.2835
Tree Nuts,5,24.7,48.6,1013.0,38.9,5.5,0.4404
Cotton,12,6.1,46.5,1015.6,15.4,0.9,0.0506
Rice,4,14.8,79.0,1014.4,13.8,2.0,0.145
Soybean,8,23.7,67.8,1014.5,59.1,2.7,0.4218
Corn,9,26.4,69.5,1008.5,70.6,2.2,0.3345
Hay,11,4.2,82.9,1010.1,66.3,4.6,0.0
Soybean,9,19.0,71.7,1014.7,67.8,3.2,0.0368
Sorghum,11,1.5,59.9,1010.3,193.0,0.1,0.0
Barley,6,28.0,90.3,1015.3,46.1,3.6,0.2091
Corn,1,0.3,57.8,1007.4,101.9,1.2,0.0
Wheat,4,18.0,62.7,1006.0,6.9,2.7,0.0
Sugar,5,19.1,71.1,1013.9,9.4,2.5,0.0993
Sorghum,5,23.0,71.4,1012.8,55.9,0.2,0.2897
Wheat,8,20.7,81.7,1019.3,140.3,5.3,0.667
Hay,6,27.8,100.0,1008.7,67.8,3.3,0.2142
Wheat,4,18.2,52.5,1006.4,82.5,4.9,0.053
Corn,12,2.3,50.8,1014.2,33.0,4.4,0.0
Barley,7,31.0,63.4,1018.5,70.8,0.0,0.1575
Sugar,5,20.9,58.7,1009.0,35.6,3.2,0.1562
Tree Nuts,1,-2.6,46.8,1012.9,25.9,5.2,0.0
Tree Nuts,8,27.8,88.4,1013.2,98.8,3.0,0.6391
Corn,3,7.9,66.7,1016.5,66.1,3.3,0.0325
Barley,2,0.9,46.1,1014.5,6.8,4.5,0.0
Rice,4,12.1,69.2,1015.5,47.4,2.2,0.0542
Wheat,6,26.7,66.7,1013.1,41.8,1.3,0.2014
Hay,7,31.5,68.5,1014.8,74.5,3.0,0.319
Tree Nuts,10,15.3,68.7,1013.1,113.8,3.8,0.0121
Wheat,10,12.3,50.9,1005.2,138.2,1.9,0.1705
Cotton,8,28.7,75.6,1012.9,224.8,2.8,0.3687
Rice,7,30.9,56.5,1022.4,40.8,5.8,0.2143
Wheat,8,23.1,63.8,1006.3,54.0,0.6,0.6991
Sugar,8,28.3,66.7,1016.7,81.6,0.8,0.4785
Sugar,6,29.6,78.4,1006.3,44.9,3.8,0.1875
Hay,10,16.6,68.4,1011.9,126.8,3.8,0.3487
Soybean,3,3.1,59.4,1012.6,94.2,0.7,0.0
Hay,8,23.9,60.6,1007.1,43.2,0.4,0.2959
Sugar,11,11.8,54.7,1006.4,48.2,2.4,0.0143
Sugar,3,10.0,57.8,1016.6,53.2,1.1,0.0852
Corn,10,17.8,65.0,1012.5,60.6,4.5,0.0209
Sorghum,2,1.5,55.6,1008.7,0.0,1.6,0.0716
Rice,6,29.1,70.4,1007.9,96.0,0.3,0.5313
Wheat,2,2.0,54.8,1005.7,87.1,4.7,0.0945
Corn,10,13.3,69.1,1009.1,122.4,5.3,0.0434
Barley,6,23.5,77.5,1011.2,56.7,1.2,0.4101
Tree Nuts,4,13.1,68.1,1006.2,20.6,4.6,0.0303
Wheat,12,0.1,47.9,1012.5,55.9,1.3,0.0128
Sugar,10,14.7,76.6,1023.4,62.7,4.6,0.2094
Hay,5,25.8,81.8,1016.3,20.0,1.6,0.0031
Barley,10,10.7,69.0,1008.9,79.0,0.0,0.1635
Sugar,4,15.1,75.7,1010.1,24.0,0.4,0.0483
Cotton,12,6.4,55.0,1005.7,10.9,2.2,0.0
Corn,6,28.9,61.4,1020.0,86.0,5.3,0.6146
Sorghum,11,6.5,70.2,1010.0,61.6,2.5,0.0063
Tree Nuts,12,-1.7,50.6,1015.3,26.3,3.5,0.0
Wheat,9,23.0,69.1,1015.6,76.1,1.5,0.8264
Sugar,3,2.1,52.8,1016.7,29.0,4.5,0.0287
Wheat,8,24.5,69.7,1009.0,100.0,6.3,0.7541
Sorghum,12,6.1,56.0,1012.7,36.5,2.1,0.0
Sorghum,1,1.4,54.9,1018.4,27.1,4.2,0.0
Wheat,1,-2.1,43.6,1017.3,181.1,1.7,0.0
Soybean,6,27.0,78.9,1010.0,30.6,3.9,0.3798
Sorghum,4,14.9,60.8,1014.0,19.9,6.2,0.1475
Soybean,9,16.6,58.7,1012.1,95.1,1.6,0.0918
Barley,2,3.0,45.7,1017.6,2.5,3.5,0.078
Rice,9,22.8,75.6,1009.8,41.4,4.1,0.3828
Wheat,5,27.4,57.6,1014.2,23.8,2.4,0.085
Rice,1,2.5,45.6,1020.3,58.9,2.8,0.1177
Soybean,8,27.0,80.4,1009.6,114.4,1.6,0.8553
Rice,3,4.9,48.5,1007.0,134.2,4.3,0.0225
Wheat,11,4.2,69.7,1019.1,55.1,1.5,0.017
Sugar,9,19.9,63.1,1013.6,73.5,5.6,0.4489
Cotton,2,3.9,44.5,1022.1,26.6,5.6,0.063
Sugar,4,14.7,62.0,1016.8,17.8,2.8,0.0106
Sugar,4,17.8,79.2,1015.9,20.4,2.2,0.1409
Tree Nuts,7,28.1,79.5,1003.2,64.0,0.4,0.7058
Corn,1,2.2,51.8,1005.1,72.7,2.1,0.0
Soybean,12,1.1,27.9,1002.8,67.5,3.8,0.0711
Rice,5,26.4,62.9,1021.8,96.4,5.4,0.6464
Sugar,8,28.4,81.1,1011.2,86.2,3.7,0.3853
Corn,5,18.2,78.6,1013.2,47.3,0.0,0.1854
Wheat,10,15.7,87.8,1020.4,73.2,0.8,0.4871
Cotton,7,29.6,71.1,1015.4,75.6,1.9,0.4687
Tree Nuts,6,21.1,88.1,1011.6,36.4,2.2,0.2462
Rice,5,25.6,66.7,1011.8,29.4,3.5,0.4677
Sugar,1,-4.9,53.9,1013.1,8.3,3.7,0.0328
Rice,9,23.3,73.4,1012.6,142.2,4.9,0.4207
Sorghum,2,-0.2,66.3,1017.3,11.8,2.5,0.0
Tree Nuts,9,19.3,92.0,1013.4,111.3,3.1,0.1338
Soybean,4,12.8,66.2,1011.9,28.5,2.5,0.0108
Cotton,11,9.0,50.8,1010.2,127.5,3.1,0.0372
Corn,3,8.7,70.0,1008.5,10.5,0.3,0.0
Corn,8,31.0,49.5,1017.5,80.4,2.6,0.3158
Sorghum,4,13.1,57.0,1006.7,90.7,1.8,0.0261
Hay,7,30.4,92.8,1010.8,116.6,3.3,0.387
Barley,10,15.4,67.8,1012.6,87.1,7.0,0.145
Corn,10,14.5,80.8,1006.9,72.5,3.0,0.0
Cotton,2,2.3,85.4,1012.4,7.5,3.7,0.0
Rice,3,6.2,69.5,1016.7,89.7,3.8,0.0
Tree Nuts,6,29.1,55.5,1009.3,44.4,7.1,0.4751
Cotton,9,21.2,63.8,1005.9,103.7,0.9,0.3967
Hay,6,31.0,62.3,1008.2,40.7,4.8,0.0656
Rice,9,24.5,71.3,1014.1,128.8,4.5,0.3767
Tree Nuts,9,21.6,65.9,1012.8,51.5,8.0,0.1752
Rice,10,13.6,63.0,1018.9,69.4,2.1,0.1142
Barley,9,23.8,52.7,1014.9,75.3,5.4,0.318
Barley,12,2.5,39.8,1006.6,66.1,4.2,0.0
Sorghum,1,1.8,63.4,1004.8,137.2,1.1,0.0184
Soybean,5,27.2,78.6,1007.3,30.5,3.4,0.273
Cotton,9,21.1,77.3,1012.7,60.9,6.0,0.1965
Barley,12,6.1,43.2,1009.0,164.8,5.0,0.0
Soybean,10,18.4,70.0,1009.9,73.1,0.0,0.0
Soybean,7,29.6,84.6,1009.0,178.9,0.2,0.8806
Soybean,9,26.5,90.1,1010.1,160.5,4.4,0.588
Tree Nuts,5,23.7,77.6,1012.8,49.0,1.9,0.565
Sugar,5,19.0,70.4,1012.6,92.8,1.7,0.2863
Soybean,2,1.7,67.6,1008.4,6.6,1.2,0.0
Sorghum,2,-0.5,59.2,1018.7,19.1,2.4,0.0148
Tree Nuts,5,20.1,76.0,1027.9,65.7,1.7,0.3007
Barley,3,9.9,69.0,1012.0,72.3,4.5,0.0594
Rice,10,22.0,63.4,1012.5,68.1,2.5,0.2952
Sugar,8,29.9,81.0,1017.0,135.5,5.0,0.5547
Hay,12,-0.2,69.0,1010.0,37.2,3.9,0.0724
Barley,12,2.0,46.4,1001.7,41.6,1.4,0.0007
Sorghum,12,4.6,19.1,1017.6,57.9,0.3,0.0
Sugar,7,30.7,83.4,1009.3,42.3,1.3,0.1587
Soybean,5,22.6,53.2,1008.8,49.8,1.5,0.2279
Hay,7,30.1,81.6,1016.1,110.4,3.8,0.4334
Sugar,9,21.2,75.6,1018.2,159.4,0.5,0.8366
Hay,1,-2.8,58.4,1011.8,57.5,0.7,0.0389
Soybean,9,25.1,70.4,1010.4,58.9,0.0,0.35
Hay,6,26.3,56.2,1015.1,43.4,4.5,0.1891
Rice,5,18.7,59.3,1018.5,45.4,7.9,0.4502
Wheat,6,24.7,81.4,1015.6,71.7,3.1,0.4375
Cotton,11,4.0,68.7,1014.5,250.0,0.0,0.0543
Cotton,6,26.8,76.8,1001.2,66.4,1.9,0.4787
Barley,10,17.6,61.6,1021.3,60.1,8.0,0.1121
Barley,8,32.2,60.5,1008.2,137.2,4.5,0.0448
Hay,9,17.9,49.6,1015.5,113.6,0.0,0.5107
Corn,2,2.2,53.8,1011.2,100.6,2.0,0.0459
Corn,12,-0.0,49.1,1020.6,35.5,4.5,0.0755
Barley,5,26.8,72.9,1011.7,61.1,4.6,0.2755
Sugar,10,15.7,90.3,1016.0,70.4,2.9,0.2637
Corn,9,22.1,59.8,1016.5,66.8,1.0,0.4575
Rice,4,18.1,46.0,1017.1,31.5,2.2,0.4699
Barley,11,6.2,47.9,1015.7,69.0,0.9,0.0
Cotton,9,22.3,75.6,1008.0,137.4,3.1,0.4772
Barley,2,-0.4,50.9,1020.6,0.0,3.3,0.0
Hay,10,15.1,59.0,1015.7,57.1,0.0,0.2394
Corn,6,26.6,84.2,1012.9,0.0,4.0,0.0174
Soybean,10,15.9,72.9,1005.7,105.0,3.9,0.0054
Cotton,8,32.5,72.1,1010.7,67.2,4.6,0.1932
Tree Nuts,1,2.5,52.6,1008.2,68.2,0.1,0.0137
Tree Nuts,11,8.7,87.8,1025.0,60.7,2.7,0.0179
Sorghum,6,34.9,54.7,1010.1,128.1,2.6,0.5524
Tree Nuts,8,27.8,71.0,1000.0,48.7,1.0,0.5258
Barley,8,30.9,59.0,1012.0,78.3,3.7,0.0
Cotton,12,-2.2,43.4,1014.9,110.6,2.4,0.0807
Soybean,10,16.9,77.3,1014.2,153.8,3.9,0.0261
Wheat,5,23.2,79.4,1013.0,7.4,5.1,0.0
Soybean,1,0.3,50.4,1012.2,24.4,4.7,0.0
Hay,10,12.7,75.6,1014.0,105.1,1.9,0.2362
Hay,2,0.8,45.4,1013.7,5.2,1.7,0.032
Corn,8,29.2,81.3,1017.9,55.9,7.3,0.3351
Rice,12,4.8,67.5,1017.4,51.5,0.3,0.0059
Corn,10,15.4,59.7,1002.9,179.2,5.3,0.0128
Corn,9,28.0,59.0,1011.7,155.2,2.8,0.3452
Sugar,2,-1.1,61.5,1006.0,274.5,5.3,0.0
Soybean,3,5.7,59.7,1011.8,73.6,1.7,0.0
Tree Nuts,7,27.7,75.0,1009.4,83.0,2.1,0.7445
Sugar,2,3.2,54.1,1008.5,59.5,4.9,0.021
Sugar,9,22.7,71.9,1020.0,132.6,3.8,0.6345
Cotton,2,5.7,63.9,1013.0,151.6,4.2,0.0793
Barley,1,-0.5,50.8,1019.2,18.2,3.0,0.0
Barley,1,1.5,69.3,1002.9,46.8,2.7,0.0
Cotton,2,-4.2,61.5,1020.0,18.8,2.4,0.0
Wheat,10,17.1,76.2,1008.4,72.2,2.3,0.5997
Wheat,4,15.6,47.8,1018.5,58.6,7.2,0.0694
Sorghum,6,26.0,68.6,1016.4,21.8,1.1,0.3138
Hay,3,8.3,57.3,1015.8,88.2,2.0,0.0
Rice,12,0.6,63.5,1012.0,52.8,3.5,0.0
Soybean,1,3.2,64.6,1004.0,29.6,6.9,0.0
Soybean,1,1.1,65.2,1022.7,108.8,2.3,0.0538
Soybean,6,33.0,83.7,1014.8,10.8,2.0,0.1179
Sorghum,2,2.7,67.7,1020.1,0.0,2.6,0.0117
Sugar,5,28.1,72.6,1013.9,45.1,0.0,0.3258
Sorghum,10,13.0,71.3,1004.2,105.5,0.9,0.0
Sorghum,2,4.6,55.4,1002.5,45.4,4.0,0.0
Sorghum,1,4.3,54.8,1018.3,27.2,3.3,0.0802
Hay,9,22.8,74.8,1016.9,65.9,3.6,0.4786
Cotton,10,12.6,65.8,1016.6,65.7,0.8,0.1947
Corn,3,10.0,52.5,1015.6,36.3,2.4,0.0332
Sugar,3,8.4,72.2,1011.2,96.7,5.5,0.0564
Hay,6,27.9,55.4,1015.5,36.6,4.0,0.1349
Hay,8,28.6,69.0,1011.1,68.2,3.3,0.4346
Barley,5,21.8,62.2,1013.4,89.1,0.7,0.4224
Sorghum,11,9.8,73.2,1017.9,104.1,2.0,0.0481
Soybean,5,28.0,78.5,1019.6,25.1,6.2,0.3565
Soybean,8,26.3,77.9,1009.7,71.0,3.6,0.5344
Soybean,12,-2.5,63.6,1017.6,124.9,4.4,0.0
Corn,5,21.3,81.5,1008.3,12.9,8.2,0.1133
Hay,4,15.4,62.4,1011.2,12.7,2.9,0.0045
Barley,2,1.7,57.8,1018.9,21.2,5.5,0.0
Rice,8,26.7,46.9,1017.9,81.2,2.0,0.5863
Wheat,1,-0.8,58.9,1013.2,32.6,5.1,0.0185
Rice,8,25.0,62.6,1026.6,116.9,2.9,0.6152
Corn,5,23.1,73.3,1025.9,33.4,7.2,0.3378
Tree Nuts,1,3.7,38.1,1017.3,45.0,0.0,0.0
Cotton,6,30.0,56.8,1006.7,132.0,2.8,0.4854
Corn,7,32.7,80.7,1013.6,65.3,0.0,0.287
Hay,10,19.9,62.0,1009.2,92.7,0.0,0.4833
Sorghum,6,28.2,93.6,1010.9,196.6,5.5,0.579
Hay,5,26.5,69.5,1013.2,41.0,2.0,0.1226
Wheat,5,23.5,64.9,1008.3,71.0,5.7,0.2093
Tree Nuts,11,3.9,56.3,1012.2,100.1,1.5,0.0
Cotton,5,22.6,70.1,1013.8,77.4,2.0,0.6752
Corn,11,3.4,73.2,1014.3,50.1,0.8,0.0
Wheat,6,26.1,73.8,1009.6,22.8,3.2,0.2605
Hay,1,0.4,54.7,1018.4,51.1,4.7,0.0144
Corn,9,20.4,64.6,1010.7,178.4,1.7,0.1987
