crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Canola,5,26.9,70.0,1012.8,156.5,4.8,0.3659
Rice,3,12.9,70.7,1020.4,1.1,2.9,0.0
Potatoes,12,-1.2,55.1,1018.0,201.3,4.1,0.0
Canola,12,0.9,64.7,1012.3,82.9,3.7,0.0642
Peanuts,3,8.0,58.9,1010.0,59.4,2.2,0.0014
Rice,4,11.4,47.4,1010.4,0.0,2.5,0.0
Sugar Beets,12,2.5,61.3,1008.6,47.8,4.8,0.0057
Lettuce,5,17.7,60.7,1011.3,19.1,3.1,0.0838
Grapes,1,1.9,57.3,1011.1,34.1,1.8,0.0
Lettuce,5,19.1,58.0,1020.0,102.4,1.9,0.2744
Lettuce,7,29.5,67.0,1015.0,56.0,2.9,0.7502
Canola,12,-0.9,41.0,1016.3,66.3,2.4,0.0849
Peanuts,12,-0.4,39.0,1019.5,74.1,4.0,0.0081
Soybeans,6,23.4,76.1,1012.4,85.3,3.9,0.4155
Canola,11,3.7,70.3,1011.2,278.2,3.2,0.0
Canola,6,28.7,74.8,1012.9,47.0,1.4,0.3839
Wheat,3,8.1,44.5,1009.3,59.7,4.9,0.0386
Grapes,10,8.6,54.3,1003.8,128.7,6.0,0.0694
Lettuce,7,26.4,70.8,1019.7,61.0,0.0,0.6454
Dry Beans,2,1.1,50.5,1015.6,28.4,1.3,0.0
Barley,11,6.0,56.6,1012.0,190.5,1.9,0.0622
Sugar Beets,5,19.6,68.8,1014.7,66.3,1.0,0.442
Cotton,11,4.1,63.9,1014.8,85.1,1.0,0.0225
Grapes,2,4.4,58.7,1019.3,31.0,1.7,0.0383
Grapes,12,4.8,61.2,1013.3,91.2,2.9,0.0
Grapes,1,0.3,66.1,1002.4,76.2,2.0,0.0092
Dry Beans,10,14.7,74.2,1009.3,137.0,2.1,0.1578
Peanuts,7,28.5,71.3,1012.5,48.6,5.9,0.4663
Cotton,3,7.2,40.6,1015.0,0.0,5.7,0.0
Oranges,8,28.2,66.3,1016.8,86.5,1.0,0.4306
Wheat,3,8.9,62.7,1009.6,56.5,4.5,0.0
Lettuce,4,18.8,67.4,1012.0,31.8,1.4,0.0883
Rice,4,12.1,62.3,1010.3,10.7,5.3,0.0679
Dry Beans,11,8.6,60.2,1016.7,145.4,0.7,0.0319
Corn,6,31.2,88.3,1015.6,174.7,4.4,0.3693
Almonds,9,19.6,69.8,1018.6,97.7,2.5,0.7762
Sunflowers,6,32.5,80.4,1020.0,52.3,1.7,0.4746
Oranges,8,26.0,75.0,1007.7,71.0,1.1,0.5534
Canola,3,9.1,63.0,1002.1,38.3,0.8,0.0587
Lettuce,7,31.1,76.3,1016.6,46.0,7.5,0.4967
Sorghum,6,24.8,57.2,1013.5,71.7,1.2,0.4734
Oranges,11,15.7,48.5,1017.3,65.1,3.6,0.1917
Corn,7,29.8,65.1,1010.2,84.1,3.2,0.6493
Lettuce,2,-5.5,61.6,1021.4,5.4,1.9,0.0
Apples,8,25.4,65.6,1011.5,165.1,1.6,0.921
Sunflowers,4,23.2,68.7,1009.0,115.7,2.0,0.2928
Oranges,3,0.9,70.8,1013.9,62.5,8.0,0.1025
Hay & Forages,6,28.9,70.8,1011.0,93.6,1.1,0.2726
Hay & Forages,9,21.3,42.8,1015.4,170.5,1.7,0.8136
Barley,7,31.7,67.3,1015.2,67.2,4.9,0.3673
Hay & Forages,5,25.2,57.3,1010.6,59.6,1.5,0.0935
Sunflowers,3,6.5,72.9,1016.1,13.4,0.4,0.0517
Hay & Forages,3,4.1,60.1,1008.2,82.4,1.8,0.0604
Cotton,2,5.2,67.3,1021.9,39.9,2.4,0.0712
Grapes,11,9.4,66.7,1009.8,85.0,1.5,0.0841
Soybeans,12,-1.2,39.1,1012.2,55.0,0.6,0.0299
Corn,8,24.7,50.6,1012.4,128.9,0.0,0.5995
Dry Beans,7,28.6,87.5,1007.1,124.4,2.0,0.8321
Sugar Beets,9,26.9,72.8,1018.2,116.8,1.5,0.3135
Oranges,5,25.8,74.9,1004.7,31.7,5.2,0.1916
Rice,7,25.4,87.8,1015.1,90.2,4.0,0.7715
Barley,4,16.5,75.8,1007.4,28.8,4.0,0.1419
Rice,8,26.4,63.5,1024.1,137.5,3.6,0.5042
Soybeans,3,5.6,78.4,1014.0,0.0,3.5,0.0
Lettuce,3,6.8,38.0,1018.5,0.0,2.6,0.0
Dry Beans,6,29.6,71.5,1013.7,86.5,4.8,0.6283
Barley,5,18.8,58.0,1019.0,51.9,2.6,0.213
Rice,2,8.5,47.6,1016.1,76.0,2.2,0.0
Hay & Forages,7,32.0,75.7,1013.6,80.6,4.9,0.2801
Canola,2,4.3,65.5,1009.3,27.2,2.7,0.0
Wheat,1,-1.8,50.7,1011.1,20.0,4.8,0.0
Lettuce,8,26.7,82.0,1011.3,113.1,3.1,0.5136
Cotton,5,22.7,61.6,1011.0,30.6,0.7,0.3864
Cotton,8,30.5,88.1,1013.5,67.3,3.3,0.28
Soybeans,2,2.3,58.6,1010.1,18.1,3.8,0.0
Sugar Beets,12,1.7,45.8,1006.4,34.2,0.0,0.0277
Barley,1,-7.8,63.0,1022.8,78.5,2.4,0.0734
Rice,11,2.4,63.4,1016.2,65.2,3.8,0.0
Peanuts,9,23.7,73.1,1008.8,97.7,2.7,0.4931
Peanuts,3,5.7,65.9,1015.8,81.0,4.2,0.0
Canola,6,26.7,64.1,1011.0,21.4,7.0,0.2756
Potatoes,1,1.2,55.7,1015.2,79.1,4.3,0.0044
Canola,3,4.7,55.2,1010.4,86.7,4.8,0.0
Cotton,11,8.1,52.5,1014.1,54.4,3.2,0.0017
Barley,2,0.9,64.8,1015.4,154.3,1.7,0.0
Sunflowers,5,22.2,86.5,1013.7,44.1,3.1,0.2167
Soybeans,5,19.7,63.1,1015.6,78.5,4.6,0.1083
Barley,1,1.6,34.9,1014.3,42.1,0.0,0.0
Rice,11,12.2,59.0,1008.5,58.0,3.9,0.1171
Hay & Forages,6,27.7,84.1,1009.6,59.2,1.2,0.1608
Hay & Forages,9,17.7,42.7,1018.5,149.3,1.8,0.6103
Sunflowers,8,28.0,70.9,1014.4,52.0,1.6,0.74
Wheat,7,31.0,79.5,1014.4,48.4,3.9,0.3217
Apples,8,27.0,85.5,1012.6,79.0,2.4,0.6398
Dry Beans,12,-0.1,63.6,1021.2,68.2,4.0,0.0258
Peanuts,9,20.3,71.5,1007.7,79.9,3.3,0.2488
Canola,7,33.0,68.3,1011.0,85.8,0.0,0.2022
Oranges,3,12.2,63.9,1012.4,157.4,5.3,0.1857
Soybeans,8,31.0,75.2,1014.7,90.8,2.9,0.7051
Cotton,1,0.1,35.7,1014.9,38.8,3.6,0.0
Sugar Beets,2,5.2,64.9,1010.6,40.6,7.1,0.0
Lettuce,3,12.6,55.9,1015.4,73.7,5.2,0.0103
Canola,10,14.6,62.4,1019.4,92.4,5.3,0.3803
Corn,11,3.2,69.9,1008.7,39.1,4.0,0.0
Wheat,1,3.5,47.4,1015.4,21.0,3.7,0.0862
Apples,2,7.3,65.4,1018.3,59.4,2.5,0.0242
Almonds,3,8.6,50.7,1016.7,123.2,6.3,0.0975
Hay & Forages,1,-2.2,51.9,1010.3,87.5,5.8,0.0
Soybeans,11,4.2,52.6,1027.0,65.3,6.1,0.0073
Sugar Beets,4,20.5,85.0,1024.3,77.4,3.3,0.2741
Apples,3,7.1,65.9,1012.8,68.5,4.6,0.117
Soybeans,1,-1.0,82.2,1007.1,70.7,4.7,0.0123
Potatoes,4,15.4,65.5,1009.3,38.0,6.7,0.2099
Potatoes,12,0.9,71.6,1008.7,75.8,0.4,0.0
Sugar Beets,2,1.6,63.7,1009.3,17.0,0.8,0.0115
Sorghum,7,34.6,66.1,1012.7,130.7,1.3,0.1782
Hay & Forages,5,21.1,88.5,1007.8,1.0,3.4,0.0229
Hay & Forages,7,34.5,80.4,1021.3,27.9,1.5,0.064
Lettuce,6,32.9,64.7,1014.7,78.2,3.4,0.9233
Sugar Beets,9,20.1,66.5,1012.9,83.3,1.8,0.384
Lettuce,4,12.6,56.4,1016.6,15.8,1.0,0.0
Barley,4,14.2,53.7,1012.0,59.1,0.5,0.0636
Lettuce,10,11.7,66.0,1018.9,172.4,0.8,0.083
Canola,2,5.7,53.8,1022.0,151.6,5.9,0.0404
Cotton,3,9.5,54.5,1021.9,21.2,4.8,0.0481
Canola,7,29.9,80.8,1017.2,49.0,1.7,0.4112
Corn,4,18.8,84.5,1011.9,24.4,0.0,0.2222
Oranges,9,21.5,72.2,1020.4,191.2,2.0,0.668
Soybeans,11,8.1,54.1,1012.7,87.8,4.0,0.0561
Rice,3,4.4,64.2,1017.2,46.3,0.0,0.0229
Dry Beans,8,29.1,70.8,1018.3,98.8,0.0,0.8247
Rice,11,9.6,83.8,1016.6,137.8,1.1,0.0291
Almonds,8,24.1,81.8,1009.0,79.6,2.5,0.5068
Peanuts,4,13.5,59.8,1015.6,31.6,1.8,0.0544
Cotton,11,9.1,65.8,1017.7,120.6,2.3,0.055
Cotton,2,0.3,42.6,1015.6,77.0,2.9,0.0
Barley,4,17.1,57.2,1002.3,57.2,4.3,0.0267
Soybeans,3,6.8,66.9,1011.5,114.1,1.5,0.0295
Grapes,12,-0.8,53.8,1012.0,69.3,5.0,0.0068
Sorghum,12,-1.4,78.2,1016.1,53.8,6.0,0.0408
Apples,4,8.6,70.5,1013.2,51.2,0.8,0.109
Sunflowers,5,23.1,72.7,1019.0,66.6,2.3,0.3575
Lettuce,4,17.2,69.8,1010.2,13.5,2.8,0.0416
Barley,7,27.4,76.1,1010.5,82.5,3.9,0.6819
Sugar Beets,3,12.0,56.9,1003.6,48.3,6.0,0.0008
Sorghum,1,2.9,39.5,1005.2,48.2,6.1,0.0
Corn,3,7.2,56.1,1011.4,42.4,0.4,0.0
Tomatoes,12,-0.9,73.2,1004.1,10.1,3.4,0.0
Sorghum,1,0.7,56.4,1008.1,67.6,0.0,0.055
Oranges,9,26.3,67.7,1021.2,78.8,3.7,0.3578
Wheat,10,15.9,87.4,1010.5,110.0,6.0,0.464
Oranges,3,6.9,68.2,1021.6,30.1,3.6,0.0233
Sugar Beets,1,0.1,56.6,1002.3,97.4,0.0,0.0
Corn,2,-1.8,53.8,1013.8,5.0,4.9,0.0
Wheat,2,2.1,44.6,1029.0,25.5,3.3,0.0
Rice,8,27.1,83.0,1008.5,247.8,1.8,0.5659
Corn,5,22.6,73.2,1004.4,21.9,1.6,0.3664
Rice,6,35.8,51.3,1008.3,61.1,5.4,0.1414
Cotton,1,-0.6,44.1,1011.0,35.7,3.8,0.0
Sunflowers,3,7.0,53.7,1009.9,46.1,2.1,0.0118
Dry Beans,10,12.7,51.9,1017.0,67.1,6.4,0.0968
Potatoes,12,-1.1,69.9,1011.7,40.2,6.2,0.0
Tomatoes,2,2.9,63.8,1013.5,86.8,2.9,0.0
Apples,6,24.0,65.3,1015.2,110.0,5.0,0.7903
Tomatoes,11,3.0,53.0,1009.1,44.6,0.0,0.0
Barley,4,16.6,64.6,1014.2,79.7,0.9,0.1264
Sunflowers,8,23.9,63.6,1006.3,159.8,0.4,0.6386
Wheat,11,6.3,69.8,1007.0,61.1,2.3,0.1875
Almonds,9,21.5,83.7,1009.8,93.5,4.1,0.6771
Almonds,3,10.4,54.6,1014.0,54.3,3.8,0.1099
Soybeans,8,29.1,75.4,1015.2,103.0,1.6,0.8728
Sorghum,4,16.5,70.6,1001.3,4.9,1.4,0.0
Dry Beans,1,0.3,83.4,1015.1,71.8,1.8,0.0142
Apples,9,25.6,73.4,1007.9,64.5,5.5,0.5516
Dry Beans,1,0.5,71.1,1020.0,119.0,3.3,0.1384
Oranges,8,30.0,71.7,1012.3,91.1,6.5,0.2091
Corn,1,-0.1,54.9,1011.8,88.7,1.7,0.0
Grapes,8,24.9,63.7,1013.8,156.5,0.6,1.0
Peanuts,2,4.2,37.4,1021.9,97.2,4.1,0.0127
Oranges,5,19.7,84.7,1012.2,25.7,4.1,0.2598
Apples,8,26.8,67.1,1012.6,68.9,2.4,0.6181
Canola,8,25.8,73.7,1017.3,79.2,0.3,0.7382
Tomatoes,5,22.7,63.8,1019.1,77.3,6.3,0.2137
Potatoes,8,28.7,65.9,1012.8,86.6,3.7,0.389
Barley,10,15.7,78.4,1005.4,168.7,3.5,0.0664
Hay & Forages,6,32.3,90.1,1006.7,183.2,4.2,0.2475
Sugar Beets,9,20.9,81.4,1010.2,135.4,3.3,0.6291
Peanuts,12,5.0,49.3,1013.9,189.9,8.8,0.0019
Almonds,3,7.1,58.2,1017.6,23.3,5.2,0.0932
Almonds,11,9.7,60.9,1009.9,60.7,2.3,0.2537
Hay & Forages,12,1.9,40.4,1013.7,127.9,3.8,0.0325
Hay & Forages,5,24.3,86.2,1014.0,110.8,2.1,0.1699
Potatoes,7,30.3,76.0,1012.5,76.8,5.2,0.3472
Lettuce,11,10.9,48.4,1012.3,49.9,4.0,0.0
Lettuce,2,6.5,54.9,1015.2,0.0,3.8,0.0
Sugar Beets,1,-2.5,47.1,1020.1,29.4,2.5,0.0
Wheat,10,15.8,64.3,1010.4,88.9,4.3,0.5403
Rice,5,20.0,55.8,1015.5,182.9,2.7,0.7147
Potatoes,2,3.7,61.2,1012.3,66.7,0.0,0.0
Soybeans,7,28.8,73.9,1011.7,88.0,0.0,0.8711
Sunflowers,4,16.0,50.0,1012.6,36.7,5.9,0.0641
Potatoes,7,23.2,75.2,1015.9,44.7,1.7,0.5653
Dry Beans,8,31.4,79.6,1020.6,118.0,3.4,0.6672
Wheat,3,6.2,61.3,1008.0,51.5,2.8,0.0994
Sunflowers,9,24.1,69.9,1013.9,43.8,4.6,0.4944
Sugar Beets,11,5.3,56.4,1005.9,65.1,4.5,0.0033
Sugar Beets,9,16.6,60.8,1015.0,70.5,2.9,0.3067
Hay & Forages,4,8.8,63.8,1009.7,13.1,6.7,0.0157
Grapes,8,26.1,58.0,1010.8,53.5,3.9,0.6197
Rice,9,23.8,76.4,1011.7,73.9,6.3,0.5462
Corn,5,21.8,70.3,1015.8,87.0,3.5,0.605
Sorghum,7,31.8,79.4,1015.6,83.2,0.3,0.286
Dry Beans,4,13.7,91.5,1006.5,0.0,4.4,0.0443
Rice,4,15.6,73.8,1005.9,21.3,1.6,0.1852
Tomatoes,9,18.9,74.1,1015.2,87.6,4.1,0.4648
Almonds,6,26.9,74.1,1011.3,101.7,5.4,0.1553
Canola,8,28.9,67.3,1011.3,80.4,3.6,0.4956
Cotton,3,5.7,52.8,1018.5,34.0,1.6,0.0624
Lettuce,11,9.6,55.6,1021.3,142.6,3.6,0.0304
Rice,5,25.7,78.6,1017.1,28.2,0.0,0.5497
Dry Beans,10,17.3,68.3,1017.6,44.7,0.2,0.0774
Rice,4,13.4,58.3,1008.3,61.2,0.0,0.2326
Almonds,6,24.4,72.1,1013.0,144.0,0.9,0.3482
Apples,7,27.8,72.2,1008.5,92.9,0.0,0.7375
Cotton,12,2.3,58.0,1013.1,11.5,1.6,0.0
Grapes,4,14.0,75.4,1012.8,82.0,3.7,0.2033
Sorghum,9,21.6,56.3,1012.6,152.5,3.4,0.785
Sugar Beets,2,2.6,53.7,1013.0,46.4,3.8,0.0
Lettuce,10,18.2,65.5,1016.2,144.4,2.2,0.0328
Dry Beans,2,1.6,51.3,1012.9,18.4,0.0,0.0
Soybeans,6,29.2,72.3,1005.8,29.3,4.6,0.3557
Potatoes,1,-2.3,64.5,1008.1,63.9,3.9,0.0
Corn,1,-0.2,40.1,1011.7,78.6,2.2,0.038
Sorghum,6,25.0,71.1,1008.8,55.0,1.8,0.3885
Wheat,6,29.2,84.6,1014.9,6.4,1.2,0.0653
Barley,5,18.5,64.9,1014.7,1.2,5.1,0.0
Sugar Beets,11,5.2,58.6,1015.1,211.7,2.3,0.0253
Soybeans,4,15.1,42.8,1011.3,13.0,3.5,0.0554
Oranges,9,20.7,64.1,1024.4,134.6,3.2,0.6417
Sorghum,1,-5.7,58.0,1013.6,63.5,2.8,0.0218
Rice,4,19.8,65.1,1023.2,38.8,0.9,0.428
Apples,11,6.2,65.4,1016.7,40.4,1.6,0.0044
Almonds,2,7.3,57.9,1014.7,95.8,3.0,0.009
Almonds,10,19.6,59.3,1003.9,256.4,1.7,0.6874
Almonds,4,20.2,63.8,1012.7,28.1,5.1,0.0413
Wheat,2,4.3,61.0,1005.9,61.8,2.7,0.0025
Potatoes,5,26.3,69.7,1016.4,61.5,2.5,0.3528
Oranges,1,-5.0,60.5,1012.3,70.1,0.3,0.024
Lettuce,3,9.2,68.7,1011.8,9.2,2.3,0.0
Apples,10,16.5,73.3,1013.3,113.2,4.0,0.4165
Cotton,10,14.4,60.6,1018.5,98.4,3.0,0.1425
Lettuce,9,22.9,69.8,1015.1,82.3,2.4,0.1953
Grapes,10,17.5,63.4,1014.7,209.3,4.1,0.42
Sunflowers,10,17.0,52.4,1012.1,79.4,3.3,0.2602
Rice,11,2.9,69.2,1002.3,100.8,7.6,0.0
Potatoes,1,-0.5,44.6,1018.7,79.0,2.6,0.0164
Sunflowers,8,21.2,66.5,1010.3,65.9,3.8,0.5919
Dry Beans,9,19.1,80.9,1010.8,47.8,2.1,0.2924
Peanuts,8,28.3,71.8,1016.3,141.3,3.5,0.8725
Dry Beans,4,17.2,57.4,1019.8,0.0,0.7,0.0961
Soybeans,6,29.8,76.6,1014.9,3.3,4.2,0.0276
Almonds,2,2.4,51.7,1006.8,79.0,2.8,0.0248
Barley,5,26.1,87.0,1011.1,34.5,3.1,0.5435
Canola,2,-0.9,55.8,1011.6,32.9,4.1,0.0493
Sugar Beets,3,9.0,58.1,1013.6,70.3,6.1,0.0326
Sorghum,1,-0.5,44.7,1015.8,1.9,2.9,0.0
Almonds,4,15.7,68.0,1012.1,9.8,3.5,0.0
Grapes,1,1.1,58.9,1015.0,76.4,3.6,0.0
Wheat,5,19.6,60.9,1007.6,48.4,2.5,0.1746
Sugar Beets,8,28.3,59.4,1016.3,27.1,6.6,0.1018
Wheat,2,1.1,53.5,1008.4,106.3,2.6,0.0215
Wheat,4,19.2,45.6,1010.6,19.5,0.0,0.0678
Dry Beans,6,28.8,66.7,1010.7,27.1,1.4,0.458
Sugar Beets,8,28.8,53.0,1011.0,128.1,1.3,0.2576
Hay & Forages,11,9.9,37.1,1016.3,107.5,4.2,0.0153
Tomatoes,12,4.5,65.1,1008.3,63.0,3.1,0.0
Hay & Forages,2,-0.4,61.8,1016.0,56.4,3.7,0.0711
Apples,12,4.3,76.3,1015.9,87.3,2.7,0.0237
Wheat,11,10.1,65.2,1015.0,81.8,4.6,0.1402
Grapes,4,11.9,74.0,1020.7,42.4,3.5,0.0218
Barley,1,3.0,43.2,1016.1,22.0,2.8,0.012
Sugar Beets,1,2.5,45.7,1012.7,11.7,1.5,0.0
Tomatoes,10,17.2,76.5,1020.5,53.9,5.2,0.1406
Wheat,12,1.1,57.1,1014.2,23.7,2.1,0.0
Oranges,8,32.7,55.5,1008.9,91.5,2.4,0.3247
Rice,8,28.5,64.1,1017.4,97.6,7.1,0.3755
Cotton,7,24.0,77.8,1007.0,48.1,0.9,0.5271
Almonds,9,19.3,76.2,1005.3,57.4,2.0,0.6238
Peanuts,3,12.2,70.7,1012.7,82.6,3.1,0.0723
Peanuts,10,18.1,53.9,1026.6,89.5,4.7,0.1987
Sugar Beets,9,22.8,78.2,1017.5,157.2,3.3,0.552
Sugar Beets,7,33.1,87.3,1017.5,89.4,3.1,0.1188
Sugar Beets,4,17.8,77.4,1015.0,90.7,8.0,0.1682
Rice,1,-1.8,55.8,1011.5,23.3,9.1,0.0
Apples,4,14.9,73.6,1006.9,40.0,1.1,0.2714
Soybeans,7,29.2,73.5,1009.6,95.9,6.4,0.6825
Almonds,11,9.3,51.3,1003.0,127.6,4.2,0.2066
Sorghum,5,26.9,64.1,1008.7,47.0,2.5,0.2012
Dry Beans,11,-1.9,59.3,1011.2,62.1,4.2,0.0029
Peanuts,6,27.8,70.8,1003.5,40.9,1.1,0.4523
Dry Beans,3,12.0,40.7,1021.1,46.7,1.6,0.0
Soybeans,6,26.8,82.2,1015.6,101.5,4.5,0.7159
Barley,6,32.7,74.3,1020.2,53.5,2.5,0.2966
Sorghum,5,27.5,76.3,1010.0,29.2,1.8,0.075
Barley,3,8.1,60.6,1019.4,1.7,1.5,0.0
Rice,5,21.8,49.9,1010.2,35.7,2.5,0.5466
Tomatoes,12,1.8,50.2,1010.7,127.1,4.4,0.1148
Grapes,9,18.9,79.8,1011.0,86.5,0.0,0.5816
Cotton,11,5.3,51.5,1010.7,112.4,6.7,0.0676
Peanuts,11,4.3,43.5,1010.9,141.2,1.3,0.0
Canola,7,27.7,72.9,1018.3,91.1,2.4,0.6496
Lettuce,7,32.7,61.5,1006.8,75.3,5.4,0.7337
Canola,6,29.0,69.5,1004.7,94.8,5.1,0.3506
Sorghum,2,5.0,64.7,1008.5,1.9,5.1,0.0
Soybeans,5,21.6,93.3,1014.0,15.1,4.7,0.0305
Grapes,4,20.4,60.4,1014.8,50.2,3.2,0.025
Grapes,12,7.8,46.7,1010.1,39.9,0.2,0.0268
Soybeans,1,-2.7,49.9,1006.2,63.2,2.6,0.0
Rice,10,14.2,73.8,1011.2,78.3,4.8,0.0959
Corn,12,0.6,60.0,1007.5,106.2,3.2,0.0
Rice,6,23.1,56.8,1006.6,24.6,4.2,0.4943
Grapes,7,36.8,68.3,1012.4,69.4,4.4,0.2148
Sorghum,1,4.6,61.4,1014.6,28.3,4.5,0.0
Grapes,12,3.4,62.5,1008.1,155.0,2.9,0.0365
Grapes,9,22.1,54.0,1011.2,52.7,0.2,0.5889
Barley,6,30.4,61.0,1010.8,81.6,1.8,0.5918
Grapes,7,29.7,70.4,1015.6,62.8,4.7,0.3919
Cotton,1,2.7,57.1,1004.3,35.3,5.3,0.0439
Soybeans,12,5.8,58.6,1011.5,101.7,0.0,0.0109
Apples,3,10.0,67.8,1006.4,66.6,5.1,0.0
Rice,10,16.0,55.0,1008.5,92.0,2.0,0.2281
Apples,11,5.3,66.8,1008.9,64.2,2.2,0.0697
Potatoes,5,29.3,68.4,1014.1,165.6,3.2,0.35
Potatoes,12,3.5,43.3,1017.1,71.2,5.7,0.0
Barley,6,26.7,68.5,1009.9,46.5,4.1,0.6921
Barley,2,-1.0,72.1,1007.3,6.5,3.2,0.0
Dry Beans,4,14.6,71.2,1006.1,40.1,1.4,0.094
Grapes,8,27.0,89.8,1008.6,81.1,0.0,0.7266
Canola,4,22.1,59.3,1004.2,50.3,6.7,0.2715
Sorghum,11,4.6,45.7,1021.5,72.4,4.2,0.0
Soybeans,1,-0.9,64.8,1008.5,129.2,2.7,0.0283
Rice,7,34.7,83.8,1013.9,92.8,0.0,0.0983
Barley,6,23.7,62.0,1021.5,18.3,2.8,0.3076
Tomatoes,10,16.4,56.5,1014.8,54.9,2.4,0.1955
Oranges,12,2.5,52.4,1009.3,30.1,0.6,0.0
Grapes,1,4.0,60.5,1011.5,0.0,4.8,0.0142
Hay & Forages,5,19.9,84.1,1015.1,55.6,4.9,0.1037
Grapes,11,7.6,63.4,1013.4,130.8,1.4,0.0368
Soybeans,8,26.2,68.9,1008.2,60.3,0.6,0.5027
Grapes,12,1.1,57.4,1019.4,29.1,3.0,0.0407
Dry Beans,9,19.1,72.7,1008.2,153.0,4.3,0.3359
Corn,3,8.2,57.4,1008.9,71.0,2.8,0.0
Apples,10,15.7,73.9,1004.1,92.7,1.3,0.3175
Sorghum,4,12.6,61.7,1011.2,38.3,3.1,0.066
Hay & Forages,4,18.0,68.6,1015.1,51.3,0.8,0.0202
Grapes,9,20.7,67.9,1023.2,83.0,0.0,0.5736
Soybeans,12,6.3,63.8,1014.5,70.3,3.4,0.0837
Corn,8,28.5,60.1,1014.6,139.0,3.5,0.5194
Cotton,12,0.3,49.6,1010.1,37.3,1.2,0.0271
Canola,10,17.5,61.4,1017.4,187.8,1.2,0.4628
Sugar Beets,5,23.1,80.1,1012.0,95.0,3.0,0.4333
Barley,11,8.2,63.6,1008.6,72.8,4.5,0.0756
Grapes,3,10.8,49.4,1013.1,68.0,4.7,0.014
Sorghum,8,23.7,69.5,1006.0,99.6,2.4,0.7606
Apples,8,27.6,82.7,1011.3,81.8,3.5,0.6384
Oranges,5,24.3,44.3,1011.2,16.6,2.1,0.1903
Soybeans,7,32.4,80.8,1008.8,93.0,3.6,0.6754
Apples,4,8.6,66.8,1013.7,89.7,0.0,0.1011
Peanuts,9,24.4,72.6,1003.8,121.5,4.2,0.5593
Corn,4,20.3,80.8,1015.7,49.7,3.6,0.3246
Soybeans,4,16.1,72.5,1011.7,34.0,1.4,0.0
Soybeans,3,2.3,58.6,1011.8,57.7,0.0,0.0472
Grapes,9,20.8,89.4,1002.8,118.3,1.4,0.7678
Lettuce,1,2.6,53.1,1008.2,35.4,4.7,0.0241
Soybeans,2,2.9,56.6,1011.6,0.0,2.3,0.0498
Corn,8,25.2,70.9,1019.4,112.2,4.7,0.702
Grapes,6,29.6,67.0,1014.3,73.6,2.4,0.4007
Grapes,5,19.8,69.4,1017.0,66.1,4.5,0.1875
Corn,12,-1.2,61.8,1012.3,57.9,7.2,0.0
Peanuts,7,28.9,70.6,1019.2,55.9,2.2,0.6085
Sunflowers,9,20.5,88.0,1017.5,110.1,0.0,0.6053
Corn,9,25.1,87.5,1018.6,54.2,3.5,0.3251
Tomatoes,12,0.4,51.8,1021.3,12.5,6.3,0.0222
Peanuts,12,5.1,69.7,1014.9,46.8,7.9,0.0
Canola,1,0.1,55.3,1011.3,27.2,1.4,0.08
Sorghum,2,4.8,69.0,1017.7,27.3,0.0,0.0
Hay & Forages,11,8.2,75.2,1020.6,57.0,0.8,0.0
Rice,1,1.9,42.1,1000.8,45.9,4.3,0.0
Tomatoes,6,27.2,67.0,1018.0,50.7,2.2,0.4757
Sugar Beets,2,0.3,39.5,1004.0,78.9,3.0,0.0
Sugar Beets,4,15.1,54.3,1013.1,13.6,1.8,0.0161
Almonds,9,21.7,69.3,1018.5,71.5,0.8,0.6266
Peanuts,4,14.0,67.3,1012.0,71.9,2.9,0.0513
Soybeans,1,1.8,55.8,1015.2,89.0,3.7,0.0082
Almonds,2,7.0,67.3,1018.5,20.5,3.8,0.0995
Grapes,8,24.3,84.8,1008.2,123.3,2.7,0.9924
Sunflowers,1,0.5,64.2,1013.7,39.7,0.0,0.0
Dry Beans,8,25.6,79.1,1018.2,189.4,3.4,0.6701
Grapes,8,25.9,69.8,1007.5,68.7,4.5,0.6072
Potatoes,9,24.0,60.3,1016.3,123.5,2.8,0.6365
Peanuts,6,29.6,80.9,1011.9,70.0,2.3,0.5845
Dry Beans,11,9.0,64.0,1011.5,53.4,0.0,0.0
Tomatoes,4,13.2,67.6,1015.1,60.4,3.1,0.0567
Lettuce,2,1.0,50.5,1010.2,6.3,1.3,0.0
Dry Beans,4,13.2,75.1,1015.5,1.9,0.2,0.0
Sugar Beets,9,28.6,76.5,1014.6,86.8,2.3,0.2272
Soybeans,1,1.9,64.0,1019.0,5.8,5.0,0.0
Apples,7,32.3,52.5,1016.1,94.2,2.1,0.4677
Apples,12,-1.4,71.1,1012.4,31.6,3.3,0.0485
Apples,5,21.0,55.5,1012.1,64.2,0.0,0.4382
Oranges,3,10.2,54.2,1016.9,40.1,2.1,0.1343
Tomatoes,2,-0.2,31.6,1014.6,49.9,2.1,0.029
Oranges,6,24.7,69.0,1004.9,76.3,5.7,0.3977
Sugar Beets,12,0.4,61.3,1026.7,36.7,3.5,0.0
Sorghum,7,29.5,76.1,1014.5,42.9,5.6,0.2623
Dry Beans,11,2.9,55.1,1025.3,37.6,2.3,0.0
Apples,11,2.2,56.8,1009.0,95.5,2.7,0.0
